Post ID,Platform,Post Date,Posting Time,Content Type,Reach,Impressions,Likes,Comments,Shares,Saves,Followers Gained,Engagement Rate
POST01871,LinkedIn,2024-08-11,23:49,Carousel,2945,5074,229,7,3,3,1,8.22
POST01872,Instagram,2024-02-05,00:24,Video,9434,12277,693,13,4,14,5,7.67
POST01873,Facebook,2024-12-18,15:07,Carousel,6185,13902,220,4,3,5,1,3.75
POST01874,LinkedIn,2024-10-17,11:21,Image,10563,13649,528,23,5,6,0,5.32
POST01875,Facebook,2024-12-15,18:40,Image,29313,50746,2075,33,11,53,3,7.41
POST01876,Twitter/X,2024-11-27,22:54,Reel,13168,20439,360,5,6,7,1,2.87
POST01877,Instagram,2024-06-23,21:48,Carousel,47061,85930,1419,55,12,23,8,3.21
POST01878,Instagram,2024-05-28,05:35,Reel,65377,79844,4615,152,84,90,43,7.56
POST01879,Facebook,2024-01-21,21:12,Carousel,45666,80431,1960,70,38,39,19,4.61
POST01880,Instagram,2024-06-02,03:40,Image,14849,25446,578,8,6,9,1,4.05
POST01881,Instagram,2024-12-18,18:56,Carousel,13833,25068,941,26,5,26,5,7.21
POST01882,Twitter/X,2024-11-19,06:08,Video,17130,23149,1246,34,17,24,11,7.71
POST01883,Facebook,2024-01-19,22:15,Video,9374,20019,250,4,4,6,1,2.82
POST01884,Facebook,2024-09-07,22:41,Reel,79154,191875,5957,270,38,135,49,8.09
POST01885,LinkedIn,2024-06-06,14:01,Video,10125,20491,434,14,7,4,2,4.53
POST01886,LinkedIn,2024-01-19,20:50,Video,19999,33570,1032,45,13,17,5,5.54
POST01887,Instagram,2024-01-22,06:51,Image,7025,17230,539,12,7,11,4,8.1
POST01888,Facebook,2024-11-30,14:43,Image,28994,38725,582,16,4,14,5,2.12
POST01889,Instagram,2024-10-01,22:14,Reel,47182,76529,1461,66,23,17,14,3.32
POST01890,LinkedIn,2024-02-06,19:31,Carousel,12913,24295,466,20,2,6,3,3.83
POST01891,Instagram,2024-11-30,22:02,Reel,49261,76460,1113,27,11,29,7,2.4
POST01892,Facebook,2024-05-04,04:00,Carousel,16731,28395,1325,50,12,14,1,8.37
POST01893,Instagram,2024-03-29,09:52,Video,42403,62742,2251,76,44,31,12,5.66
POST01894,Instagram,2024-02-19,05:53,Reel,10252,12936,557,13,4,9,0,5.69
POST01895,Twitter/X,2024-10-29,18:07,Video,23332,35761,677,16,9,8,4,3.04
POST01896,Twitter/X,2024-09-11,19:14,Image,23501,32647,1324,39,8,23,7,5.93
POST01897,LinkedIn,2024-02-02,13:21,Image,9477,21507,558,12,9,11,3,6.23
POST01898,Twitter/X,2024-12-13,03:43,Carousel,9144,11335,194,5,3,5,1,2.26
POST01899,Facebook,2024-10-21,10:53,Image,8480,15879,185,7,3,4,1,2.35
POST01900,Facebook,2024-04-19,18:11,Reel,40976,91353,1970,73,28,47,15,5.17
POST01901,Facebook,2024-06-20,20:09,Carousel,27168,54433,1100,12,12,31,7,4.25
POST01902,Instagram,2024-07-31,20:35,Carousel,18642,28278,705,23,9,13,5,4.02
POST01903,Instagram,2024-03-25,18:02,Carousel,25404,52407,1549,45,23,17,13,6.43
POST01904,Instagram,2024-03-09,22:24,Image,51984,76456,2937,114,31,63,16,6.05
POST01905,Instagram,2024-03-21,21:05,Reel,14015,25805,1050,50,19,16,3,8.1
POST01906,Instagram,2024-01-04,18:45,Reel,48444,80588,1645,57,30,22,13,3.62
POST01907,Facebook,2024-11-29,09:26,Carousel,12483,23630,682,8,6,15,5,5.7
POST01908,Twitter/X,2024-12-21,15:44,Video,18288,26716,1236,33,24,17,2,7.16
POST01909,Instagram,2024-03-05,20:33,Carousel,16924,38844,451,18,3,11,2,2.85
POST01910,Instagram,2024-08-18,05:39,Reel,40641,56896,1404,68,10,34,7,3.73
POST01911,LinkedIn,2024-12-20,19:45,Carousel,26728,50431,1823,33,23,27,14,7.13
POST01912,Facebook,2024-09-12,02:40,Carousel,7714,15762,490,15,5,11,4,6.75
POST01913,Facebook,2024-06-03,18:35,Video,21537,38034,525,15,6,11,2,2.59
POST01914,Facebook,2024-04-30,22:06,Carousel,26313,34149,1235,17,17,19,4,4.89
POST01915,Instagram,2024-11-12,22:32,Video,80131,152489,4967,214,83,137,48,6.74
POST01916,Facebook,2024-04-22,20:42,Story,42266,81038,3241,99,56,81,18,8.23
POST01917,Facebook,2024-04-16,19:07,Video,39102,50086,2006,85,16,41,5,5.49
POST01918,Instagram,2024-03-17,15:31,Reel,15786,20548,430,17,2,12,1,2.92
POST01919,Twitter/X,2024-03-31,18:03,Carousel,4229,9045,117,3,1,1,1,2.88
POST01920,Twitter/X,2024-11-26,19:27,Carousel,5796,7488,246,3,4,3,2,4.42
POST01921,Facebook,2024-05-08,21:02,Story,10169,12429,629,30,9,18,4,6.75
POST01922,Instagram,2024-02-23,17:11,Carousel,38161,50820,1648,74,32,29,14,4.67
POST01923,Facebook,2024-03-21,15:32,Carousel,33262,49155,1996,73,36,20,17,6.39
POST01924,Facebook,2024-02-29,19:46,Reel,22694,31842,983,36,18,29,7,4.7
POST01925,Facebook,2024-08-15,10:26,Carousel,16627,40977,891,17,7,19,5,5.62
POST01926,Instagram,2024-04-11,10:14,Carousel,28763,57664,1583,54,22,42,4,5.91
POST01927,Facebook,2024-02-26,18:15,Reel,29240,48613,1781,86,18,20,16,6.52
POST01928,Instagram,2024-07-30,12:57,Story,19692,47737,629,7,7,11,2,3.32
POST01929,Twitter/X,2024-04-22,22:31,Carousel,12434,17553,796,31,9,22,1,6.9
POST01930,Instagram,2024-01-28,04:13,Image,49162,80853,1468,31,23,28,6,3.15
POST01931,Facebook,2024-11-08,12:23,Image,39481,92316,2009,78,11,34,10,5.4
POST01932,Instagram,2024-03-10,06:40,Image,19959,45228,1118,54,16,28,9,6.09
POST01933,LinkedIn,2024-07-02,06:21,Video,31571,57225,939,16,17,26,6,3.16
POST01934,LinkedIn,2024-03-06,22:03,Carousel,15674,23361,604,22,5,13,3,4.11
POST01935,Twitter/X,2024-05-23,21:29,Image,18425,44561,551,19,4,15,1,3.2
POST01936,LinkedIn,2024-08-02,20:14,Carousel,15157,36988,1076,23,5,17,3,7.4
POST01937,Twitter/X,2024-05-31,20:39,Story,21515,28723,472,6,8,10,4,2.31
POST01938,Instagram,2024-03-28,17:54,Video,58415,131832,3546,161,41,98,31,6.58
POST01939,Facebook,2024-04-27,22:31,Video,9745,22024,443,6,8,8,2,4.77
POST01940,LinkedIn,2024-04-20,14:17,Image,3027,6416,193,4,1,3,0,6.64
POST01941,LinkedIn,2024-01-08,23:55,Image,16332,36603,925,15,12,24,3,5.98
POST01942,LinkedIn,2024-05-06,21:37,Carousel,30822,70352,811,12,15,17,4,2.77
POST01943,Facebook,2024-04-23,18:09,Image,20959,44098,647,8,5,10,4,3.2
POST01944,Instagram,2024-10-20,13:02,Story,37967,47095,1928,25,23,55,14,5.35
POST01945,Instagram,2024-01-21,23:49,Video,18460,32641,395,18,2,8,3,2.29
POST01946,Instagram,2024-09-15,22:25,Video,63205,81297,1434,61,25,35,5,2.46
POST01947,LinkedIn,2024-09-02,22:52,Video,36785,87954,1745,62,11,49,10,5.08
POST01948,LinkedIn,2024-02-20,07:05,Carousel,15613,29399,1082,12,20,19,3,7.26
POST01949,Facebook,2024-10-12,22:46,Carousel,54430,118179,1844,43,10,49,15,3.58
POST01950,Facebook,2024-07-27,04:22,Video,15098,32898,960,44,15,25,7,6.91
POST01951,Facebook,2024-05-31,18:01,Video,24560,47206,1553,31,11,24,1,6.59
POST01952,Instagram,2024-09-02,05:45,Carousel,27661,68947,831,34,12,13,3,3.22
POST01953,Facebook,2024-08-23,23:37,Carousel,12668,18873,721,14,14,20,4,6.07
POST01954,LinkedIn,2024-01-13,14:49,Carousel,4661,11401,260,9,4,6,1,5.99
POST01955,Instagram,2024-03-11,12:11,Reel,60643,147885,3290,73,35,79,14,5.73
POST01956,Instagram,2024-07-08,22:40,Image,39450,83085,1485,47,21,32,13,4.02
POST01957,Twitter/X,2024-01-01,02:24,Story,4026,7813,166,6,2,3,1,4.4
POST01958,Facebook,2024-12-19,18:18,Video,12766,27265,581,13,9,15,5,4.84
POST01959,Facebook,2024-08-06,22:39,Video,49049,73034,1607,42,31,16,4,3.46
POST01960,Instagram,2024-10-04,06:50,Reel,50691,80131,1913,28,21,29,2,3.93
POST01961,Twitter/X,2024-12-16,20:47,Carousel,7060,9373,363,11,4,9,3,5.48
POST01962,LinkedIn,2024-01-29,21:23,Image,29605,36166,1927,37,9,52,9,6.84
POST01963,Instagram,2024-01-27,20:29,Video,28813,41863,2030,34,27,23,19,7.34
POST01964,Facebook,2024-11-12,20:11,Story,26702,52275,1514,59,24,38,10,6.12
POST01965,Instagram,2024-11-27,02:35,Reel,52107,100259,2686,54,19,37,12,5.37
POST01966,LinkedIn,2024-12-29,04:21,Image,21750,48160,1504,73,11,32,7,7.45
POST01967,Instagram,2024-05-02,20:30,Reel,46069,67145,1524,53,16,29,12,3.52
POST01968,Facebook,2024-10-24,22:13,Carousel,41721,98808,1278,27,16,20,6,3.21
POST01969,Facebook,2024-04-25,20:32,Carousel,19668,33119,488,11,3,14,3,2.62
POST01970,LinkedIn,2024-12-14,01:04,Video,15818,27037,1069,24,13,24,3,7.14
POST01971,LinkedIn,2024-07-09,21:32,Video,33460,66914,1150,32,9,24,3,3.63
POST01972,Instagram,2024-09-26,15:45,Carousel,26437,57610,1216,38,7,14,10,4.82
POST01973,Instagram,2024-09-29,17:57,Video,25065,30115,926,30,12,23,5,3.95
POST01974,Facebook,2024-05-29,11:51,Carousel,7715,10730,477,7,2,10,0,6.43
POST01975,LinkedIn,2024-12-10,02:12,Carousel,19718,37757,713,29,6,17,4,3.88
POST01976,Instagram,2024-08-22,21:57,Story,33818,52190,2196,37,19,22,16,6.72
POST01977,Facebook,2024-04-01,18:06,Carousel,21131,32408,985,35,11,23,6,4.99
POST01978,Instagram,2024-03-25,19:31,Carousel,29538,56208,1388,39,16,38,11,5.01
POST01979,Facebook,2024-03-18,16:40,Carousel,10428,20179,349,16,2,9,3,3.61
POST01980,LinkedIn,2024-01-12,22:59,Story,23206,49949,810,20,14,9,6,3.68
POST01981,Facebook,2024-03-08,13:28,Video,40444,53343,1623,25,14,17,10,4.15
POST01982,Instagram,2024-11-26,19:04,Carousel,35898,72127,1743,71,14,43,15,5.21
POST01983,Twitter/X,2024-01-12,07:53,Carousel,8636,15823,245,6,1,3,1,2.95
POST01984,Twitter/X,2024-09-23,13:37,Video,11077,24285,736,27,6,14,1,7.07
POST01985,Facebook,2024-06-24,10:31,Image,30524,51663,1320,42,9,23,6,4.57
POST01986,Twitter/X,2024-10-30,16:53,Video,11735,28145,360,7,7,6,0,3.24
POST01987,Instagram,2024-10-07,09:36,Image,44531,57508,2913,92,26,79,28,6.98
POST01988,Instagram,2024-03-08,09:10,Carousel,33562,72874,2598,76,39,68,13,8.29
POST01989,Facebook,2024-05-13,20:18,Video,28637,39562,1453,33,16,43,3,5.4
POST01990,Facebook,2024-01-25,20:29,Image,38705,72989,2972,76,17,52,6,8.05
POST01991,Instagram,2024-03-26,05:45,Reel,55762,100602,3154,84,16,93,13,6.0
POST01992,LinkedIn,2024-10-01,19:53,Image,20962,49287,1075,16,8,17,6,5.32
POST01993,Instagram,2024-12-28,21:50,Reel,67489,159267,4184,66,75,67,21,6.51
POST01994,Facebook,2024-03-19,18:02,Carousel,5595,13475,114,5,0,1,0,2.14
POST01995,Facebook,2024-06-11,14:16,Reel,55383,133732,1906,39,35,21,12,3.61
POST01996,LinkedIn,2024-07-08,22:45,Video,25149,45898,637,8,11,14,2,2.66
POST01997,Instagram,2024-01-18,11:09,Reel,20946,37152,495,7,5,11,0,2.47
POST01998,Instagram,2024-07-09,05:34,Reel,21049,30463,1344,64,25,34,9,6.97
POST01999,Instagram,2024-06-03,18:25,Reel,93686,225775,6906,107,122,200,29,7.83
POST02000,Facebook,2024-09-12,14:59,Carousel,26135,51153,662,19,9,7,1,2.67
POST02001,Instagram,2024-06-12,22:32,Reel,37209,49866,1622,63,30,24,6,4.67
POST02002,Instagram,2024-06-18,09:30,Reel,23080,46927,1316,42,8,32,8,6.06
POST02003,LinkedIn,2024-05-28,18:42,Carousel,16942,35316,1258,57,7,27,2,7.96
POST02004,Instagram,2024-03-16,23:58,Reel,22489,28649,540,21,6,9,1,2.56
POST02005,LinkedIn,2024-08-14,18:46,Image,28308,65904,843,39,16,23,2,3.25
POST02006,Twitter/X,2024-09-02,04:43,Video,9994,21189,309,4,5,7,1,3.25
POST02007,LinkedIn,2024-10-09,18:25,Image,19623,24025,853,11,10,15,4,4.53
POST02008,Instagram,2024-11-12,14:22,Reel,24462,29928,1382,59,11,19,8,6.01
POST02009,LinkedIn,2024-02-17,22:41,Image,27088,65927,2150,63,25,49,12,8.44
POST02010,Facebook,2024-04-09,07:50,Carousel,26365,52434,1050,31,7,19,1,4.2
POST02011,Instagram,2024-05-22,18:34,Carousel,27812,43451,1428,33,9,41,12,5.43
POST02012,Instagram,2024-08-16,02:32,Reel,54357,122118,2006,78,14,29,12,3.91
POST02013,Twitter/X,2024-07-20,20:38,Image,23983,31307,1795,53,21,52,17,8.01
POST02014,LinkedIn,2024-11-05,01:58,Image,12000,22654,610,19,3,14,4,5.38
POST02015,Instagram,2024-12-07,19:45,Reel,26818,52748,1937,36,23,56,10,7.65
POST02016,Instagram,2024-08-06,20:00,Reel,40030,98467,1177,51,18,29,4,3.19
POST02017,Instagram,2024-05-25,20:28,Story,26213,33602,1468,22,24,33,13,5.9
POST02018,LinkedIn,2024-10-14,21:47,Image,34710,59631,2657,62,19,57,17,8.05
POST02019,Instagram,2024-07-31,09:10,Video,17989,38763,1293,40,12,22,5,7.6
POST02020,Instagram,2024-08-05,13:08,Video,28216,66886,1084,18,19,26,10,4.07
POST02021,Instagram,2024-10-27,04:13,Image,12676,18112,374,9,2,9,1,3.11
POST02022,Instagram,2024-06-04,16:21,Reel,26494,47332,1060,23,11,11,7,4.17
POST02023,LinkedIn,2024-02-03,18:48,Image,32853,79811,2089,81,18,43,20,6.79
POST02024,Twitter/X,2024-07-11,21:40,Image,27190,49721,1203,29,17,12,9,4.64
POST02025,LinkedIn,2024-05-19,17:29,Carousel,22387,44189,676,15,3,17,3,3.18
POST02026,LinkedIn,2024-12-29,04:12,Carousel,7512,13302,427,8,5,11,1,6.0
POST02027,Facebook,2024-04-05,09:35,Video,21364,41393,977,10,8,15,1,4.73
POST02028,Facebook,2024-09-08,20:53,Image,10780,19766,766,13,14,9,1,7.44
POST02029,Instagram,2024-10-26,22:47,Reel,58818,90088,3128,53,45,38,16,5.55
POST02030,LinkedIn,2024-08-25,18:09,Video,12166,25780,450,9,8,5,0,3.88
POST02031,Instagram,2024-05-14,21:07,Reel,104913,129739,4930,177,84,75,27,5.02
POST02032,LinkedIn,2024-11-30,09:26,Video,21515,29025,1352,25,10,23,9,6.55
POST02033,Instagram,2024-04-01,22:41,Video,47376,58613,3562,96,28,75,10,7.94
POST02034,Instagram,2024-05-05,20:31,Reel,58405,70813,4554,107,90,68,23,8.25
POST02035,Facebook,2024-02-04,11:37,Video,30461,45570,1465,62,27,21,8,5.17
POST02036,Instagram,2024-09-03,08:40,Reel,16984,41173,989,43,19,13,7,6.26
POST02037,Twitter/X,2024-12-17,22:52,Video,18746,35025,831,9,16,24,2,4.69
POST02038,LinkedIn,2024-03-02,22:01,Video,36153,64843,768,12,12,19,6,2.24
POST02039,Twitter/X,2024-05-12,18:09,Image,4615,8738,180,5,3,4,0,4.16
POST02040,LinkedIn,2024-06-12,22:08,Carousel,5108,7115,310,4,5,6,1,6.36
POST02041,Instagram,2024-07-01,20:23,Reel,86496,202983,2187,51,23,61,21,2.68
POST02042,Instagram,2024-08-02,11:03,Image,11741,14372,664,31,4,9,2,6.03
POST02043,LinkedIn,2024-05-28,18:32,Image,31933,43080,775,34,12,11,3,2.61
POST02044,Instagram,2024-04-09,05:48,Reel,62313,106815,4438,178,56,95,9,7.65
POST02045,LinkedIn,2024-02-18,05:34,Carousel,6887,12438,536,24,7,9,3,8.36
POST02046,Facebook,2024-06-14,21:51,Video,27543,58714,1882,93,13,55,12,7.42
POST02047,LinkedIn,2024-06-03,20:06,Carousel,20081,42465,787,36,5,12,1,4.18
POST02048,Instagram,2024-09-30,04:00,Video,58292,97153,3051,127,53,54,14,5.64
POST02049,Instagram,2024-03-11,11:49,Image,48634,67774,3013,74,35,39,21,6.5
POST02050,LinkedIn,2024-09-05,05:06,Image,14567,26227,421,16,3,10,2,3.09
POST02051,Facebook,2024-04-21,19:53,Carousel,7933,10445,346,11,3,8,2,4.64
POST02052,LinkedIn,2024-04-06,17:39,Carousel,22828,48929,1404,60,20,25,7,6.61
POST02053,LinkedIn,2024-12-19,16:54,Carousel,10583,26011,438,6,4,8,2,4.31
POST02054,Facebook,2024-09-29,22:48,Video,36178,53198,2625,81,48,43,4,7.73
POST02055,Facebook,2024-02-28,02:07,Image,20490,31855,1612,59,30,43,10,8.51
POST02056,LinkedIn,2024-03-08,15:22,Reel,23980,48286,1487,29,25,43,7,6.61
POST02057,LinkedIn,2024-06-08,04:52,Carousel,5641,8249,381,9,7,11,3,7.23
POST02058,Instagram,2024-08-14,19:33,Video,73547,91196,5594,88,95,148,41,8.06
POST02059,Instagram,2024-06-24,20:01,Reel,35037,51582,1872,69,13,27,5,5.65
POST02060,Instagram,2024-03-01,19:44,Story,12574,27137,850,20,14,25,6,7.23
POST02061,Facebook,2024-04-26,19:08,Carousel,48384,62068,3423,117,36,38,24,7.47
POST02062,Instagram,2024-02-10,03:04,Reel,50088,119475,3482,97,37,51,15,7.32
POST02063,Instagram,2024-01-10,13:02,Story,17304,29488,1223,60,24,22,6,7.68
POST02064,Instagram,2024-04-10,22:37,Video,75311,97857,4127,64,23,72,27,5.69
POST02065,Instagram,2024-01-31,08:02,Video,37473,54379,820,36,5,22,7,2.36
POST02066,Facebook,2024-02-03,18:48,Carousel,13482,32217,855,36,15,25,6,6.91
POST02067,Facebook,2024-02-19,19:13,Video,25893,48485,820,28,14,17,6,3.39
POST02068,LinkedIn,2024-10-27,05:42,Image,9110,11428,216,10,4,2,0,2.55
POST02069,Instagram,2024-06-28,19:54,Carousel,36943,46875,1567,60,15,35,10,4.54
POST02070,LinkedIn,2024-05-22,11:22,Carousel,5094,8134,161,7,1,1,1,3.34
POST02071,LinkedIn,2024-03-23,23:39,Video,12360,26589,849,35,12,15,8,7.37
POST02072,Facebook,2024-05-03,02:06,Image,23263,29925,1069,40,14,19,8,4.91
POST02073,LinkedIn,2024-10-23,16:13,Carousel,21237,47473,1596,19,17,47,10,7.91
POST02074,Facebook,2024-04-08,05:57,Image,4915,8703,135,3,1,3,1,2.89
POST02075,Facebook,2024-10-02,18:59,Reel,62995,137653,3794,106,69,85,37,6.44
POST02076,LinkedIn,2024-04-19,22:30,Image,10455,20318,661,21,11,10,1,6.72
POST02077,Instagram,2024-07-06,05:28,Reel,13224,18738,280,5,1,4,0,2.19
POST02078,Facebook,2024-12-10,05:53,Video,21677,50039,657,19,10,16,5,3.24
POST02079,Instagram,2024-06-30,13:13,Video,11352,28134,244,9,2,2,0,2.26
POST02080,Twitter/X,2024-09-20,18:48,Video,31635,56154,988,40,18,25,7,3.39
POST02081,Instagram,2024-06-09,18:33,Image,39516,58290,1198,15,18,23,10,3.17
POST02082,Instagram,2024-03-10,11:45,Image,5907,10389,373,12,7,6,0,6.74
POST02083,Facebook,2024-05-27,01:05,Image,24663,50703,1254,17,18,16,5,5.29
POST02084,Facebook,2024-06-16,12:18,Carousel,10914,13961,575,21,4,14,5,5.63
POST02085,Instagram,2024-08-21,09:43,Reel,26575,48319,1897,60,10,55,16,7.61
POST02086,Instagram,2024-08-15,21:18,Story,28201,38709,1143,34,21,13,8,4.29
POST02087,Instagram,2024-08-07,18:57,Reel,42571,86290,1330,22,24,24,9,3.29
POST02088,Facebook,2024-08-31,11:11,Carousel,18201,30439,1302,37,10,37,10,7.61
POST02089,Instagram,2024-01-07,15:43,Story,16154,36132,651,13,5,9,4,4.2
POST02090,Twitter/X,2024-02-23,22:42,Image,18114,29125,1077,26,14,26,5,6.31
POST02091,Twitter/X,2024-12-12,19:25,Image,20090,29410,535,21,8,14,2,2.88
POST02092,Twitter/X,2024-07-24,03:47,Image,16740,36433,1116,53,10,17,10,7.14
POST02093,LinkedIn,2024-03-27,19:21,Carousel,30134,63074,1770,84,11,29,9,6.29
POST02094,LinkedIn,2024-04-12,12:07,Video,4617,6171,181,3,3,2,0,4.09
POST02095,LinkedIn,2024-04-29,23:31,Reel,33100,67075,930,26,8,26,2,2.99
POST02096,LinkedIn,2024-05-22,18:37,Video,8542,10898,282,13,3,4,2,3.54
POST02097,Facebook,2024-05-19,20:25,Image,10343,19124,400,18,5,9,0,4.18
POST02098,Instagram,2024-07-01,19:25,Video,59823,99253,4164,43,70,89,41,7.3
POST02099,Facebook,2024-09-05,04:49,Image,9035,18465,347,8,2,9,2,4.05
POST02100,Instagram,2024-08-20,20:31,Carousel,56989,132578,4249,79,74,102,41,7.9
POST02101,Facebook,2024-09-11,19:01,Image,16440,38639,572,26,10,10,1,3.76
POST02102,LinkedIn,2024-02-20,02:31,Image,2059,4479,41,1,0,0,0,2.04
POST02103,Facebook,2024-12-13,19:24,Video,17213,26701,1134,19,17,32,4,6.98
POST02104,Twitter/X,2024-11-05,04:19,Video,13338,19338,626,10,8,14,0,4.93
POST02105,Twitter/X,2024-11-14,02:42,Image,15610,37992,620,23,11,10,6,4.25
POST02106,Instagram,2024-09-23,14:12,Video,62186,120570,1649,41,14,33,14,2.79
POST02107,Facebook,2024-05-30,15:32,Video,10432,14594,817,20,11,15,4,8.27
POST02108,LinkedIn,2024-05-13,17:34,Story,9274,20165,484,13,3,7,3,5.47
POST02109,Facebook,2024-01-10,01:27,Carousel,36055,74491,1288,23,16,14,5,3.72
POST02110,LinkedIn,2024-03-01,20:54,Story,11359,23689,481,18,5,10,3,4.53
POST02111,Facebook,2024-07-11,01:02,Video,48614,100771,1664,49,28,32,13,3.65
POST02112,Facebook,2024-03-31,09:56,Story,25424,43573,863,20,5,14,4,3.55
POST02113,Twitter/X,2024-12-27,21:08,Image,19289,39639,1329,43,6,14,13,7.22
POST02114,Instagram,2024-06-08,15:48,Reel,32634,69393,1653,27,30,26,12,5.32
POST02115,LinkedIn,2024-02-26,15:42,Story,11303,21614,705,14,13,16,1,6.62
POST02116,Instagram,2024-10-10,18:30,Video,71769,165620,3615,107,37,108,7,5.39
POST02117,Facebook,2024-08-31,05:32,Carousel,19471,46275,1237,49,20,24,10,6.83
POST02118,LinkedIn,2024-01-29,21:37,Image,28748,67712,1480,66,21,32,1,5.56
POST02119,Instagram,2024-07-12,11:49,Reel,48591,87322,1366,30,13,32,2,2.97
POST02120,LinkedIn,2024-05-25,18:37,Carousel,31271,48421,1340,32,7,25,13,4.49
POST02121,Instagram,2024-01-24,20:22,Reel,90741,147253,2302,42,38,35,5,2.66
POST02122,Instagram,2024-10-25,20:24,Reel,32769,66701,1294,45,22,17,12,4.21
POST02123,Facebook,2024-02-19,11:26,Story,10068,15427,481,18,3,13,2,5.12
POST02124,Instagram,2024-06-28,19:15,Reel,31295,55417,1539,74,24,18,4,5.29
POST02125,Twitter/X,2024-04-30,18:05,Reel,16692,36128,1048,22,13,23,5,6.63
POST02126,LinkedIn,2024-12-18,20:07,Carousel,14012,31449,690,17,12,13,2,5.22
POST02127,Facebook,2024-06-21,22:20,Image,38021,62228,1355,65,22,34,8,3.88
POST02128,LinkedIn,2024-01-20,13:36,Carousel,17310,24259,909,39,11,9,1,5.59
POST02129,Facebook,2024-09-20,08:01,Video,27041,67521,2123,103,21,63,10,8.54
POST02130,Twitter/X,2024-12-22,00:20,Image,19565,26543,1286,35,22,31,5,7.02
POST02131,Twitter/X,2024-07-12,10:36,Image,5397,7270,143,5,1,2,0,2.8
POST02132,Facebook,2024-02-20,03:44,Carousel,10662,19939,510,13,9,8,1,5.06
POST02133,LinkedIn,2024-12-11,21:32,Image,4173,9631,217,5,3,3,1,5.46
POST02134,Instagram,2024-12-07,22:19,Carousel,24990,52718,1950,82,12,47,11,8.37
POST02135,Instagram,2024-07-05,06:31,Video,19403,42443,904,37,14,19,7,5.02
POST02136,Instagram,2024-11-21,02:53,Video,58921,87467,2958,129,53,66,27,5.44
POST02137,Facebook,2024-10-01,20:03,Carousel,13323,20789,999,25,12,16,6,7.9
POST02138,Twitter/X,2024-06-01,12:51,Image,5509,9219,165,6,0,3,0,3.16
POST02139,Instagram,2024-04-25,02:45,Carousel,46253,86932,3067,46,57,66,23,7.0
POST02140,Instagram,2024-10-23,20:17,Video,45154,106085,3037,106,30,72,26,7.19
POST02141,Facebook,2024-02-04,16:30,Carousel,25436,62022,1907,25,33,36,16,7.87
POST02142,Instagram,2024-08-06,18:41,Carousel,37492,54371,974,38,17,22,2,2.8
POST02143,Twitter/X,2024-06-03,09:27,Story,14959,29518,996,39,19,12,6,7.13
POST02144,LinkedIn,2024-12-05,06:26,Carousel,11729,17966,428,15,2,4,1,3.83
POST02145,Twitter/X,2024-07-24,22:29,Video,2536,3888,59,2,0,1,0,2.44
POST02146,Instagram,2024-12-09,05:56,Reel,17448,30545,517,10,9,6,5,3.11
POST02147,Facebook,2024-01-10,16:55,Video,12473,25950,711,27,12,19,4,6.17
POST02148,Twitter/X,2024-04-05,06:42,Video,4131,8842,164,6,1,4,0,4.24
POST02149,Instagram,2024-08-27,22:51,Video,20998,51236,1531,49,22,41,12,7.82
POST02150,Facebook,2024-11-10,13:59,Story,28834,44773,1841,68,15,40,14,6.81
POST02151,Instagram,2024-10-16,01:33,Reel,50080,80608,2290,48,31,25,5,4.78
POST02152,LinkedIn,2024-04-12,19:15,Image,18880,37360,404,6,5,7,1,2.24
POST02153,LinkedIn,2024-03-18,09:54,Video,18501,24726,1469,32,9,14,6,8.24
POST02154,Facebook,2024-08-10,02:40,Video,13188,29063,403,8,2,6,1,3.18
POST02155,Instagram,2024-04-14,08:52,Carousel,17521,33374,666,24,9,14,1,4.07
POST02156,Facebook,2024-05-26,08:43,Video,41275,76052,1101,16,21,15,9,2.79
POST02157,Instagram,2024-11-03,19:07,Reel,104035,201080,8321,297,128,164,34,8.56
POST02158,LinkedIn,2024-03-17,19:51,Video,5128,8205,379,12,6,8,1,7.9
POST02159,Facebook,2024-06-07,17:27,Carousel,36457,45106,2078,54,39,41,15,6.07
POST02160,Instagram,2024-08-04,01:12,Carousel,39533,86634,2799,129,52,34,14,7.62
POST02161,Instagram,2024-03-22,18:16,Reel,44970,111571,1052,40,14,21,10,2.51
POST02162,Instagram,2024-05-22,05:41,Carousel,13638,24956,697,10,8,7,6,5.29
POST02163,Instagram,2024-01-22,15:50,Carousel,26310,57777,1022,19,11,10,9,4.04
POST02164,Facebook,2024-01-11,18:20,Story,28992,44125,1771,67,18,48,12,6.57
POST02165,LinkedIn,2024-11-04,18:57,Image,10529,16480,540,12,5,8,2,5.37
POST02166,LinkedIn,2024-07-27,21:42,Image,33742,59349,871,22,4,24,5,2.73
POST02167,LinkedIn,2024-02-16,19:15,Image,20669,46375,1216,53,13,25,9,6.32
POST02168,Instagram,2024-02-27,16:59,Carousel,7665,13630,487,18,3,6,3,6.71
POST02169,LinkedIn,2024-03-02,18:49,Image,6939,8435,258,2,2,4,0,3.83
POST02170,Instagram,2024-09-25,18:15,Carousel,40376,54096,1277,63,6,25,7,3.4
POST02171,Instagram,2024-11-03,20:21,Reel,99569,191308,7529,175,74,135,55,7.95
POST02172,Facebook,2024-10-26,23:47,Story,17859,43446,1186,57,10,31,7,7.19
POST02173,Twitter/X,2024-04-30,06:09,Carousel,3788,6109,109,1,2,3,0,3.04
